,Sites,Data da Coleta,Data da Viagem,Destino,Empresa,Turno,Precos
1103,ViajaNet,2018-03-27,2018-04-24,BSB-VIX,GOL,N,314
1104,ViajaNet,2018-03-27,2018-04-24,BSB-VIX,AZUL,M,233
1105,ViajaNet,2018-03-27,2018-04-24,BSB-VIX,AZUL,T,238
1106,ViajaNet,2018-03-27,2018-04-24,BSB-VIX,AZUL,N,238
1107,ViajaNet,2018-04-24,2018-05-29,BSB-VIX,TAM,M,248
1108,ViajaNet,2018-04-24,2018-05-29,BSB-VIX,TAM,T,248
1109,ViajaNet,2018-04-24,2018-05-29,BSB-VIX,TAM,N,248
1110,ViajaNet,2018-04-24,2018-05-29,BSB-VIX,GOL,M,268
1111,ViajaNet,2018-04-24,2018-05-29,BSB-VIX,GOL,T,268
1112,ViajaNet,2018-04-24,2018-05-29,BSB-VIX,GOL,N,268
1113,ViajaNet,2018-04-24,2018-05-29,BSB-VIX,AZUL,M,235
1114,ViajaNet,2018-04-24,2018-05-29,BSB-VIX,AZUL,T,241
1115,ViajaNet,2018-04-24,2018-05-29,BSB-VIX,AZUL,N,241
1116,ViajaNet,2018-05-29,2018-06-26,BSB-VIX,TAM,M,281
1117,ViajaNet,2018-05-29,2018-06-26,BSB-VIX,TAM,T,281
1118,ViajaNet,2018-05-29,2018-06-26,BSB-VIX,TAM,N,281
1119,ViajaNet,2018-05-29,2018-06-26,BSB-VIX,GOL,M,333
1120,ViajaNet,2018-05-29,2018-06-26,BSB-VIX,GOL,T,333
1121,ViajaNet,2018-05-29,2018-06-26,BSB-VIX,GOL,N,333
1122,ViajaNet,2018-05-29,2018-06-26,BSB-VIX,AZUL,M,267
1123,ViajaNet,2018-05-29,2018-06-26,BSB-VIX,AZUL,T,271
1124,ViajaNet,2018-05-29,2018-06-26,BSB-VIX,AZUL,N,271
1125,ViajaNet,2018-07-31,2018-08-28,BSB-VIX,TAM,M,277
1126,ViajaNet,2018-07-31,2018-08-28,BSB-VIX,TAM,T,334
1127,ViajaNet,2018-07-31,2018-08-28,BSB-VIX,TAM,N,277
1128,ViajaNet,2018-07-31,2018-08-28,BSB-VIX,GOL,M,488
1129,ViajaNet,2018-07-31,2018-08-28,BSB-VIX,GOL,T,488
1130,ViajaNet,2018-07-31,2018-08-28,BSB-VIX,GOL,N,488
1131,ViajaNet,2018-07-31,2018-08-28,BSB-VIX,AZUL,M,248
1132,ViajaNet,2018-07-31,2018-08-28,BSB-VIX,AZUL,T,255
1133,ViajaNet,2018-07-31,2018-08-28,BSB-VIX,AZUL,N,255
1134,Submarino Viagens,2018-01-30,2018-02-27,SAO-VIX,TAM,M,242
1135,Submarino Viagens,2018-01-30,2018-02-27,SAO-VIX,TAM,T,242
1136,Submarino Viagens,2018-01-30,2018-02-27,SAO-VIX,TAM,N,243
1137,Submarino Viagens,2018-01-30,2018-02-27,SAO-VIX,GOL,M,242
1138,Submarino Viagens,2018-01-30,2018-02-27,SAO-VIX,GOL,T,-
1139,Submarino Viagens,2018-01-30,2018-02-27,SAO-VIX,GOL,N,242
1140,Submarino Viagens,2018-01-30,2018-02-27,SAO-VIX,AZUL,M,255
1141,Submarino Viagens,2018-01-30,2018-02-27,SAO-VIX,AZUL,T,255
1142,Submarino Viagens,2018-01-30,2018-02-27,SAO-VIX,AZUL,N,200
1143,Submarino Viagens,2018-02-27,2018-03-27,SAO-VIX,TAM,M,227
1144,Submarino Viagens,2018-02-27,2018-03-27,SAO-VIX,TAM,T,227
1145,Submarino Viagens,2018-02-27,2018-03-27,SAO-VIX,TAM,N,373
1146,Submarino Viagens,2018-02-27,2018-03-27,SAO-VIX,GOL,M,403
1147,Submarino Viagens,2018-02-27,2018-03-27,SAO-VIX,GOL,T,403
1148,Submarino Viagens,2018-02-27,2018-03-27,SAO-VIX,GOL,N,278
1149,Submarino Viagens,2018-02-27,2018-03-27,SAO-VIX,AZUL,M,248
1150,Submarino Viagens,2018-02-27,2018-03-27,SAO-VIX,AZUL,T,303
1151,Submarino Viagens,2018-02-27,2018-03-27,SAO-VIX,AZUL,N,248
1152,Submarino Viagens,2018-03-27,2018-04-24,SAO-VIX,TAM,M,217
1153,Submarino Viagens,2018-03-27,2018-04-24,SAO-VIX,TAM,T,198
1154,Submarino Viagens,2018-03-27,2018-04-24,SAO-VIX,TAM,N,260
1155,Submarino Viagens,2018-03-27,2018-04-24,SAO-VIX,GOL,M,214
1156,Submarino Viagens,2018-03-27,2018-04-24,SAO-VIX,GOL,T,403
1157,Submarino Viagens,2018-03-27,2018-04-24,SAO-VIX,GOL,N,260
1158,Submarino Viagens,2018-03-27,2018-04-24,SAO-VIX,AZUL,M,224
1159,Submarino Viagens,2018-03-27,2018-04-24,SAO-VIX,AZUL,T,186
1160,Submarino Viagens,2018-03-27,2018-04-24,SAO-VIX,AZUL,N,224
1161,Submarino Viagens,2018-04-24,2018-05-29,SAO-VIX,TAM,M,215
1162,Submarino Viagens,2018-04-24,2018-05-29,SAO-VIX,TAM,T,189
1163,Submarino Viagens,2018-04-24,2018-05-29,SAO-VIX,TAM,N,432
1164,Submarino Viagens,2018-04-24,2018-05-29,SAO-VIX,GOL,M,200
1165,Submarino Viagens,2018-04-24,2018-05-29,SAO-VIX,GOL,T,
1166,Submarino Viagens,2018-04-24,2018-05-29,SAO-VIX,GOL,N,268
1167,Submarino Viagens,2018-04-24,2018-05-29,SAO-VIX,AZUL,M,169
1168,Submarino Viagens,2018-04-24,2018-05-29,SAO-VIX,AZUL,T,209
1169,Submarino Viagens,2018-04-24,2018-05-29,SAO-VIX,AZUL,N,189
1170,Submarino Viagens,2018-05-29,2018-06-26,SAO-VIX,TAM,M,212
1171,Submarino Viagens,2018-05-29,2018-06-26,SAO-VIX,TAM,T,212
1172,Submarino Viagens,2018-05-29,2018-06-26,SAO-VIX,TAM,N,268
1173,Submarino Viagens,2018-05-29,2018-06-26,SAO-VIX,GOL,M,213
1174,Submarino Viagens,2018-05-29,2018-06-26,SAO-VIX,GOL,T,-
1175,Submarino Viagens,2018-05-29,2018-06-26,SAO-VIX,GOL,N,268
1176,Submarino Viagens,2018-05-29,2018-06-26,SAO-VIX,AZUL,M,231
1177,Submarino Viagens,2018-05-29,2018-06-26,SAO-VIX,AZUL,T,182
1178,Submarino Viagens,2018-05-29,2018-06-26,SAO-VIX,AZUL,N,231
1179,Submarino Viagens,2018-07-31,2018-08-28,SAO-VIX,TAM,M,214
1180,Submarino Viagens,2018-07-31,2018-08-28,SAO-VIX,TAM,T,214
1181,Submarino Viagens,2018-07-31,2018-08-28,SAO-VIX,TAM,N,277
1182,Submarino Viagens,2018-07-31,2018-08-28,SAO-VIX,GOL,M,214
1183,Submarino Viagens,2018-07-31,2018-08-28,SAO-VIX,GOL,T,-
1184,Submarino Viagens,2018-07-31,2018-08-28,SAO-VIX,GOL,N,214
1185,Submarino Viagens,2018-07-31,2018-08-28,SAO-VIX,AZUL,M,243
1186,Submarino Viagens,2018-07-31,2018-08-28,SAO-VIX,AZUL,T,296
1187,Submarino Viagens,2018-07-31,2018-08-28,SAO-VIX,AZUL,N,243
1188,Submarino Viagens,2018-01-30,2018-02-27,BHZ-VIX,TAM,M,195
1189,Submarino Viagens,2018-01-30,2018-02-27,BHZ-VIX,TAM,T,195
1190,Submarino Viagens,2018-01-30,2018-02-27,BHZ-VIX,TAM,N,195
1191,Submarino Viagens,2018-01-30,2018-02-27,BHZ-VIX,GOL,M,219
1192,Submarino Viagens,2018-01-30,2018-02-27,BHZ-VIX,GOL,T,219
1193,Submarino Viagens,2018-01-30,2018-02-27,BHZ-VIX,GOL,N,219
1194,Submarino Viagens,2018-01-30,2018-02-27,BHZ-VIX,AZUL,M,179
1195,Submarino Viagens,2018-01-30,2018-02-27,BHZ-VIX,AZUL,T,179
1196,Submarino Viagens,2018-01-30,2018-02-27,BHZ-VIX,AZUL,N,238
1197,Submarino Viagens,2018-02-27,2018-03-27,BHZ-VIX,TAM,M,183
1198,Submarino Viagens,2018-02-27,2018-03-27,BHZ-VIX,TAM,T,183
1199,Submarino Viagens,2018-02-27,2018-03-27,BHZ-VIX,TAM,N,183
1200,Submarino Viagens,2018-02-27,2018-03-27,BHZ-VIX,GOL,M,219
1201,Submarino Viagens,2018-02-27,2018-03-27,BHZ-VIX,GOL,T,289
1202,Submarino Viagens,2018-02-27,2018-03-27,BHZ-VIX,GOL,N,219
1203,Submarino Viagens,2018-02-27,2018-03-27,BHZ-VIX,AZUL,M,227
1204,Submarino Viagens,2018-02-27,2018-03-27,BHZ-VIX,AZUL,T,240
1205,Submarino Viagens,2018-02-27,2018-03-27,BHZ-VIX,AZUL,N,240
1206,Submarino Viagens,2018-03-27,2018-04-24,BHZ-VIX,TAM,M,183
1207,Submarino Viagens,2018-03-27,2018-04-24,BHZ-VIX,TAM,T,183
1208,Submarino Viagens,2018-03-27,2018-04-24,BHZ-VIX,TAM,N,183
1209,Submarino Viagens,2018-03-27,2018-04-24,BHZ-VIX,GOL,M,294
1210,Submarino Viagens,2018-03-27,2018-04-24,BHZ-VIX,GOL,T,294
1211,Submarino Viagens,2018-03-27,2018-04-24,BHZ-VIX,GOL,N,294
1212,Submarino Viagens,2018-03-27,2018-04-24,BHZ-VIX,AZUL,M,163
1213,Submarino Viagens,2018-03-27,2018-04-24,BHZ-VIX,AZUL,T,234
1214,Submarino Viagens,2018-03-27,2018-04-24,BHZ-VIX,AZUL,N,234
1215,Submarino Viagens,2018-04-24,2018-05-29,BHZ-VIX,TAM,M,206
1216,Submarino Viagens,2018-04-24,2018-05-29,BHZ-VIX,TAM,T,206
1217,Submarino Viagens,2018-04-24,2018-05-29,BHZ-VIX,TAM,N,365
1218,Submarino Viagens,2018-04-24,2018-05-29,BHZ-VIX,GOL,M,219
1219,Submarino Viagens,2018-04-24,2018-05-29,BHZ-VIX,GOL,T,473
1220,Submarino Viagens,2018-04-24,2018-05-29,BHZ-VIX,GOL,N,219
1221,Submarino Viagens,2018-04-24,2018-05-29,BHZ-VIX,AZUL,M,164
1222,Submarino Viagens,2018-04-24,2018-05-29,BHZ-VIX,AZUL,T,164
1223,Submarino Viagens,2018-04-24,2018-05-29,BHZ-VIX,AZUL,N,164
1224,Submarino Viagens,2018-05-29,2018-06-26,BHZ-VIX,TAM,M,205
1225,Submarino Viagens,2018-05-29,2018-06-26,BHZ-VIX,TAM,T,205
1226,Submarino Viagens,2018-05-29,2018-06-26,BHZ-VIX,TAM,N,218
1227,Submarino Viagens,2018-05-29,2018-06-26,BHZ-VIX,GOL,M,220
1228,Submarino Viagens,2018-05-29,2018-06-26,BHZ-VIX,GOL,T,486
1229,Submarino Viagens,2018-05-29,2018-06-26,BHZ-VIX,GOL,N,220
1230,Submarino Viagens,2018-05-29,2018-06-26,BHZ-VIX,AZUL,M,174
1231,Submarino Viagens,2018-05-29,2018-06-26,BHZ-VIX,AZUL,T,174
1232,Submarino Viagens,2018-05-29,2018-06-26,BHZ-VIX,AZUL,N,174
1233,Submarino Viagens,2018-07-31,2018-08-28,BHZ-VIX,TAM,M,296
1234,Submarino Viagens,2018-07-31,2018-08-28,BHZ-VIX,TAM,T,277
1235,Submarino Viagens,2018-07-31,2018-08-28,BHZ-VIX,TAM,N,277
1236,Submarino Viagens,2018-07-31,2018-08-28,BHZ-VIX,GOL,M,279
1237,Submarino Viagens,2018-07-31,2018-08-28,BHZ-VIX,GOL,T,-
1238,Submarino Viagens,2018-07-31,2018-08-28,BHZ-VIX,GOL,N,279
1239,Submarino Viagens,2018-07-31,2018-08-28,BHZ-VIX,AZUL,M,296
1240,Submarino Viagens,2018-07-31,2018-08-28,BHZ-VIX,AZUL,T,296
1241,Submarino Viagens,2018-07-31,2018-08-28,BHZ-VIX,AZUL,N,296
1242,Submarino Viagens,2018-01-30,2018-02-27,RIO-VIX,TAM,M,332
1243,Submarino Viagens,2018-01-30,2018-02-27,RIO-VIX,TAM,T,332
1244,Submarino Viagens,2018-01-30,2018-02-27,RIO-VIX,TAM,N,332
1245,Submarino Viagens,2018-01-30,2018-02-27,RIO-VIX,GOL,M,290
1246,Submarino Viagens,2018-01-30,2018-02-27,RIO-VIX,GOL,T,290
1247,Submarino Viagens,2018-01-30,2018-02-27,RIO-VIX,GOL,N,290
1248,Submarino Viagens,2018-01-30,2018-02-27,RIO-VIX,AZUL,M,271
1249,Submarino Viagens,2018-01-30,2018-02-27,RIO-VIX,AZUL,T,271
1250,Submarino Viagens,2018-01-30,2018-02-27,RIO-VIX,AZUL,N,271
1251,Submarino Viagens,2018-02-27,2018-03-27,RIO-VIX,TAM,M,261
1252,Submarino Viagens,2018-02-27,2018-03-27,RIO-VIX,TAM,T,261
1253,Submarino Viagens,2018-02-27,2018-03-27,RIO-VIX,TAM,N,261
1254,Submarino Viagens,2018-02-27,2018-03-27,RIO-VIX,GOL,M,261
1255,Submarino Viagens,2018-02-27,2018-03-27,RIO-VIX,GOL,T,204
1256,Submarino Viagens,2018-02-27,2018-03-27,RIO-VIX,GOL,N,204
1257,Submarino Viagens,2018-02-27,2018-03-27,RIO-VIX,AZUL,M,178
1258,Submarino Viagens,2018-02-27,2018-03-27,RIO-VIX,AZUL,T,227
1259,Submarino Viagens,2018-02-27,2018-03-27,RIO-VIX,AZUL,N,240
1260,Submarino Viagens,2018-03-27,2018-04-24,RIO-VIX,TAM,M,204
1261,Submarino Viagens,2018-03-27,2018-04-24,RIO-VIX,TAM,T,305
1262,Submarino Viagens,2018-03-27,2018-04-24,RIO-VIX,TAM,N,305
1263,Submarino Viagens,2018-03-27,2018-04-24,RIO-VIX,GOL,M,204
1264,Submarino Viagens,2018-03-27,2018-04-24,RIO-VIX,GOL,T,204
1265,Submarino Viagens,2018-03-27,2018-04-24,RIO-VIX,GOL,N,204
1266,Submarino Viagens,2018-03-27,2018-04-24,RIO-VIX,AZUL,M,174
1267,Submarino Viagens,2018-03-27,2018-04-24,RIO-VIX,AZUL,T,174
1268,Submarino Viagens,2018-03-27,2018-04-24,RIO-VIX,AZUL,N,234
1269,Submarino Viagens,2018-04-24,2018-05-29,RIO-VIX,TAM,M,217
1270,Submarino Viagens,2018-04-24,2018-05-29,RIO-VIX,TAM,T,224
1271,Submarino Viagens,2018-04-24,2018-05-29,RIO-VIX,TAM,N,385
1272,Submarino Viagens,2018-04-24,2018-05-29,RIO-VIX,GOL,M,180
1273,Submarino Viagens,2018-04-24,2018-05-29,RIO-VIX,GOL,T,180
1274,Submarino Viagens,2018-04-24,2018-05-29,RIO-VIX,GOL,N,180
1275,Submarino Viagens,2018-04-24,2018-05-29,RIO-VIX,AZUL,M,137
1276,Submarino Viagens,2018-04-24,2018-05-29,RIO-VIX,AZUL,T,366
1277,Submarino Viagens,2018-04-24,2018-05-29,RIO-VIX,AZUL,N,173
1278,Submarino Viagens,2018-05-29,2018-06-26,RIO-VIX,TAM,M,255
1279,Submarino Viagens,2018-05-29,2018-06-26,RIO-VIX,TAM,T,255
1280,Submarino Viagens,2018-05-29,2018-06-26,RIO-VIX,TAM,N,255
1281,Submarino Viagens,2018-05-29,2018-06-26,RIO-VIX,GOL,M,231
1282,Submarino Viagens,2018-05-29,2018-06-26,RIO-VIX,GOL,T,231
1283,Submarino Viagens,2018-05-29,2018-06-26,RIO-VIX,GOL,N,231
1284,Submarino Viagens,2018-05-29,2018-06-26,RIO-VIX,AZUL,M,155
1285,Submarino Viagens,2018-05-29,2018-06-26,RIO-VIX,AZUL,T,155
1286,Submarino Viagens,2018-05-29,2018-06-26,RIO-VIX,AZUL,N,202
1287,Submarino Viagens,2018-07-31,2018-08-28,RIO-VIX,TAM,M,304
1288,Submarino Viagens,2018-07-31,2018-08-28,RIO-VIX,TAM,T,334
1289,Submarino Viagens,2018-07-31,2018-08-28,RIO-VIX,TAM,N,304
1290,Submarino Viagens,2018-07-31,2018-08-28,RIO-VIX,GOL,M,256
1291,Submarino Viagens,2018-07-31,2018-08-28,RIO-VIX,GOL,T,256
1292,Submarino Viagens,2018-07-31,2018-08-28,RIO-VIX,GOL,N,256
1293,Submarino Viagens,2018-07-31,2018-08-28,RIO-VIX,AZUL,M,215
1294,Submarino Viagens,2018-07-31,2018-08-28,RIO-VIX,AZUL,T,290
1295,Submarino Viagens,2018-07-31,2018-08-28,RIO-VIX,AZUL,N,235
1296,Submarino Viagens,2018-01-30,2018-02-27,REC-VIX,TAM,M,816
1297,Submarino Viagens,2018-01-30,2018-02-27,REC-VIX,TAM,T,816
1298,Submarino Viagens,2018-01-30,2018-02-27,REC-VIX,TAM,N,816
1299,Submarino Viagens,2018-01-30,2018-02-27,REC-VIX,GOL,M,
1300,Submarino Viagens,2018-01-30,2018-02-27,REC-VIX,GOL,T,
1301,Submarino Viagens,2018-01-30,2018-02-27,REC-VIX,GOL,N,
1302,Submarino Viagens,2018-01-30,2018-02-27,REC-VIX,AZUL,M,567
1303,Submarino Viagens,2018-01-30,2018-02-27,REC-VIX,AZUL,T,700
1304,Submarino Viagens,2018-01-30,2018-02-27,REC-VIX,AZUL,N,1474
1305,Submarino Viagens,2018-02-27,2018-03-27,REC-VIX,TAM,M,2233
1306,Submarino Viagens,2018-02-27,2018-03-27,REC-VIX,TAM,T,1826
1307,Submarino Viagens,2018-02-27,2018-03-27,REC-VIX,TAM,N,2650
1308,Submarino Viagens,2018-02-27,2018-03-27,REC-VIX,GOL,M,1315
1309,Submarino Viagens,2018-02-27,2018-03-27,REC-VIX,GOL,T,936
1310,Submarino Viagens,2018-02-27,2018-03-27,REC-VIX,GOL,N,-
1311,Submarino Viagens,2018-02-27,2018-03-27,REC-VIX,AZUL,M,520
1312,Submarino Viagens,2018-02-27,2018-03-27,REC-VIX,AZUL,T,520
1313,Submarino Viagens,2018-02-27,2018-03-27,REC-VIX,AZUL,N,-
1314,Submarino Viagens,2018-03-27,2018-04-24,REC-VIX,TAM,M,534
1315,Submarino Viagens,2018-03-27,2018-04-24,REC-VIX,TAM,T,534
1316,Submarino Viagens,2018-03-27,2018-04-24,REC-VIX,TAM,N,534
1317,Submarino Viagens,2018-03-27,2018-04-24,REC-VIX,GOL,M,1441
1318,Submarino Viagens,2018-03-27,2018-04-24,REC-VIX,GOL,T,1441
1319,Submarino Viagens,2018-03-27,2018-04-24,REC-VIX,GOL,N,-
1320,Submarino Viagens,2018-03-27,2018-04-24,REC-VIX,AZUL,M,499
1321,Submarino Viagens,2018-03-27,2018-04-24,REC-VIX,AZUL,T,850
1322,Submarino Viagens,2018-03-27,2018-04-24,REC-VIX,AZUL,N,1001
1323,Submarino Viagens,2018-04-24,2018-05-29,REC-VIX,TAM,M,459
1324,Submarino Viagens,2018-04-24,2018-05-29,REC-VIX,TAM,T,427
1325,Submarino Viagens,2018-04-24,2018-05-29,REC-VIX,TAM,N,723
1326,Submarino Viagens,2018-04-24,2018-05-29,REC-VIX,GOL,M,715
1327,Submarino Viagens,2018-04-24,2018-05-29,REC-VIX,GOL,T,538
1328,Submarino Viagens,2018-04-24,2018-05-29,REC-VIX,GOL,N,
1329,Submarino Viagens,2018-04-24,2018-05-29,REC-VIX,AZUL,M,371
1330,Submarino Viagens,2018-04-24,2018-05-29,REC-VIX,AZUL,T,382
1331,Submarino Viagens,2018-04-24,2018-05-29,REC-VIX,AZUL,N,
1332,Submarino Viagens,2018-05-29,2018-06-26,REC-VIX,TAM,M,455
1333,Submarino Viagens,2018-05-29,2018-06-26,REC-VIX,TAM,T,455
1334,Submarino Viagens,2018-05-29,2018-06-26,REC-VIX,TAM,N,545
1335,Submarino Viagens,2018-05-29,2018-06-26,REC-VIX,GOL,M,1203
1336,Submarino Viagens,2018-05-29,2018-06-26,REC-VIX,GOL,T,1203
1337,Submarino Viagens,2018-05-29,2018-06-26,REC-VIX,GOL,N,-
1338,Submarino Viagens,2018-05-29,2018-06-26,REC-VIX,AZUL,M,478
1339,Submarino Viagens,2018-05-29,2018-06-26,REC-VIX,AZUL,T,491
1340,Submarino Viagens,2018-05-29,2018-06-26,REC-VIX,AZUL,N,-
1341,Submarino Viagens,2018-07-31,2018-08-28,REC-VIX,TAM,M,465
1342,Submarino Viagens,2018-07-31,2018-08-28,REC-VIX,TAM,T,465
1343,Submarino Viagens,2018-07-31,2018-08-28,REC-VIX,TAM,N,382
1344,Submarino Viagens,2018-07-31,2018-08-28,REC-VIX,GOL,M,-
1345,Submarino Viagens,2018-07-31,2018-08-28,REC-VIX,GOL,T,465
1346,Submarino Viagens,2018-07-31,2018-08-28,REC-VIX,GOL,N,-
1347,Submarino Viagens,2018-07-31,2018-08-28,REC-VIX,AZUL,M,644
1348,Submarino Viagens,2018-07-31,2018-08-28,REC-VIX,AZUL,T,829
1349,Submarino Viagens,2018-07-31,2018-08-28,REC-VIX,AZUL,N,-
1350,Submarino Viagens,2018-01-30,2018-02-27,SSA-VIX,TAM,M,512
1351,Submarino Viagens,2018-01-30,2018-02-27,SSA-VIX,TAM,T,648
1352,Submarino Viagens,2018-01-30,2018-02-27,SSA-VIX,TAM,N,512
1353,Submarino Viagens,2018-01-30,2018-02-27,SSA-VIX,GOL,M,684
1354,Submarino Viagens,2018-01-30,2018-02-27,SSA-VIX,GOL,T,440
1355,Submarino Viagens,2018-01-30,2018-02-27,SSA-VIX,GOL,N,-
1356,Submarino Viagens,2018-01-30,2018-02-27,SSA-VIX,AZUL,M,672
1357,Submarino Viagens,2018-01-30,2018-02-27,SSA-VIX,AZUL,T,580
1358,Submarino Viagens,2018-01-30,2018-02-27,SSA-VIX,AZUL,N,672
1359,Submarino Viagens,2018-02-27,2018-03-27,SSA-VIX,TAM,M,512
1360,Submarino Viagens,2018-02-27,2018-03-27,SSA-VIX,TAM,T,512
1361,Submarino Viagens,2018-02-27,2018-03-27,SSA-VIX,TAM,N,2680
1362,Submarino Viagens,2018-02-27,2018-03-27,SSA-VIX,GOL,M,598
1363,Submarino Viagens,2018-02-27,2018-03-27,SSA-VIX,GOL,T,167
1364,Submarino Viagens,2018-02-27,2018-03-27,SSA-VIX,GOL,N,
1365,Submarino Viagens,2018-02-27,2018-03-27,SSA-VIX,AZUL,M,437
1366,Submarino Viagens,2018-02-27,2018-03-27,SSA-VIX,AZUL,T,678
1367,Submarino Viagens,2018-02-27,2018-03-27,SSA-VIX,AZUL,N,585
1368,Submarino Viagens,2018-03-27,2018-04-24,SSA-VIX,TAM,M,512
1369,Submarino Viagens,2018-03-27,2018-04-24,SSA-VIX,TAM,T,512
1370,Submarino Viagens,2018-03-27,2018-04-24,SSA-VIX,TAM,N,512
1371,Submarino Viagens,2018-03-27,2018-04-24,SSA-VIX,GOL,M,598
1372,Submarino Viagens,2018-03-27,2018-04-24,SSA-VIX,GOL,T,1212
1373,Submarino Viagens,2018-03-27,2018-04-24,SSA-VIX,GOL,N,-
1374,Submarino Viagens,2018-03-27,2018-04-24,SSA-VIX,AZUL,M,570
1375,Submarino Viagens,2018-03-27,2018-04-24,SSA-VIX,AZUL,T,426
1376,Submarino Viagens,2018-03-27,2018-04-24,SSA-VIX,AZUL,N,570
1377,Submarino Viagens,2018-04-24,2018-05-29,SSA-VIX,TAM,M,490
1378,Submarino Viagens,2018-04-24,2018-05-29,SSA-VIX,TAM,T,559
1379,Submarino Viagens,2018-04-24,2018-05-29,SSA-VIX,TAM,N,597
1380,Submarino Viagens,2018-04-24,2018-05-29,SSA-VIX,GOL,M,477
1381,Submarino Viagens,2018-04-24,2018-05-29,SSA-VIX,GOL,T,
1382,Submarino Viagens,2018-04-24,2018-05-29,SSA-VIX,GOL,N,749
1383,Submarino Viagens,2018-04-24,2018-05-29,SSA-VIX,AZUL,M,431
1384,Submarino Viagens,2018-04-24,2018-05-29,SSA-VIX,AZUL,T,504
1385,Submarino Viagens,2018-04-24,2018-05-29,SSA-VIX,AZUL,N,504
1386,Submarino Viagens,2018-05-29,2018-06-26,SSA-VIX,TAM,M,529
1387,Submarino Viagens,2018-05-29,2018-06-26,SSA-VIX,TAM,T,669
1388,Submarino Viagens,2018-05-29,2018-06-26,SSA-VIX,TAM,N,-
1389,Submarino Viagens,2018-05-29,2018-06-26,SSA-VIX,GOL,M,763
1390,Submarino Viagens,2018-05-29,2018-06-26,SSA-VIX,GOL,T,-
1391,Submarino Viagens,2018-05-29,2018-06-26,SSA-VIX,GOL,N,763
1392,Submarino Viagens,2018-05-29,2018-06-26,SSA-VIX,AZUL,M,1812
1393,Submarino Viagens,2018-05-29,2018-06-26,SSA-VIX,AZUL,T,651
1394,Submarino Viagens,2018-05-29,2018-06-26,SSA-VIX,AZUL,N,651
1395,Submarino Viagens,2018-07-31,2018-08-28,SSA-VIX,TAM,M,336
1396,Submarino Viagens,2018-07-31,2018-08-28,SSA-VIX,TAM,T,336
1397,Submarino Viagens,2018-07-31,2018-08-28,SSA-VIX,TAM,N,367
1398,Submarino Viagens,2018-07-31,2018-08-28,SSA-VIX,GOL,M,964
1399,Submarino Viagens,2018-07-31,2018-08-28,SSA-VIX,GOL,T,357
1400,Submarino Viagens,2018-07-31,2018-08-28,SSA-VIX,GOL,N,964
1401,Submarino Viagens,2018-07-31,2018-08-28,SSA-VIX,AZUL,M,879
1402,Submarino Viagens,2018-07-31,2018-08-28,SSA-VIX,AZUL,T,538
1403,Submarino Viagens,2018-07-31,2018-08-28,SSA-VIX,AZUL,N,697
1404,Submarino Viagens,2018-01-30,2018-02-27,POA-VIX,TAM,M,331
1405,Submarino Viagens,2018-01-30,2018-02-27,POA-VIX,TAM,T,331
1406,Submarino Viagens,2018-01-30,2018-02-27,POA-VIX,TAM,N,
1407,Submarino Viagens,2018-01-30,2018-02-27,POA-VIX,GOL,M,344
1408,Submarino Viagens,2018-01-30,2018-02-27,POA-VIX,GOL,T,344
1409,Submarino Viagens,2018-01-30,2018-02-27,POA-VIX,GOL,N,344
1410,Submarino Viagens,2018-01-30,2018-02-27,POA-VIX,AZUL,M,328
1411,Submarino Viagens,2018-01-30,2018-02-27,POA-VIX,AZUL,T,328
1412,Submarino Viagens,2018-01-30,2018-02-27,POA-VIX,AZUL,N,328
1413,Submarino Viagens,2018-02-27,2018-03-27,POA-VIX,TAM,M,-
1414,Submarino Viagens,2018-02-27,2018-03-27,POA-VIX,TAM,T,2222
1415,Submarino Viagens,2018-02-27,2018-03-27,POA-VIX,TAM,N,2222
1416,Submarino Viagens,2018-02-27,2018-03-27,POA-VIX,GOL,M,1194
1417,Submarino Viagens,2018-02-27,2018-03-27,POA-VIX,GOL,T,1194
1418,Submarino Viagens,2018-02-27,2018-03-27,POA-VIX,GOL,N,-
1419,Submarino Viagens,2018-02-27,2018-03-27,POA-VIX,AZUL,M,-
1420,Submarino Viagens,2018-02-27,2018-03-27,POA-VIX,AZUL,T,1339
1421,Submarino Viagens,2018-02-27,2018-03-27,POA-VIX,AZUL,N,1339
1422,Submarino Viagens,2018-03-27,2018-04-24,POA-VIX,TAM,M,288
1423,Submarino Viagens,2018-03-27,2018-04-24,POA-VIX,TAM,T,288
1424,Submarino Viagens,2018-03-27,2018-04-24,POA-VIX,TAM,N,-
1425,Submarino Viagens,2018-03-27,2018-04-24,POA-VIX,GOL,M,288
1426,Submarino Viagens,2018-03-27,2018-04-24,POA-VIX,GOL,T,288
1427,Submarino Viagens,2018-03-27,2018-04-24,POA-VIX,GOL,N,1164
1428,Submarino Viagens,2018-03-27,2018-04-24,POA-VIX,AZUL,M,233
1429,Submarino Viagens,2018-03-27,2018-04-24,POA-VIX,AZUL,T,233
1430,Submarino Viagens,2018-03-27,2018-04-24,POA-VIX,AZUL,N,239
1431,Submarino Viagens,2018-04-24,2018-05-29,POA-VIX,TAM,M,260
1432,Submarino Viagens,2018-04-24,2018-05-29,POA-VIX,TAM,T,260
1433,Submarino Viagens,2018-04-24,2018-05-29,POA-VIX,TAM,N,385
